评论数,阅读数,时间,标题,内容
3,4809,2017-08-26,大买办欢乐海岛,"

"
12,8733,2017-08-26,现在已经是实名制 上证吧人气大幅下降,"
                            
                            现在已经是实名制 上证吧人气大幅下降 
                        "
3,5481,2017-08-26,威震霸天唱多,"

"
4,5050,2017-08-26,脑壳好昏唱空,"

"
7,7440,2017-10-12,美国股市已经是超级顶部 即将暴跌,"
                            
                            美国股市已经是超级顶部 即将暴跌 
                        "
7,8417,2017-10-12,现在说牛市的是没有判断正确,"
                            
                            现在说牛市的是没有判断正确 
                        "
3,5132,2017-10-12,调整开始了,"
                            
                            调整开始了 
                        "
307,137090,2017-12-13,主板两天覆盖阴线，创业板一天就可以,"
                            
                            首席说3254就是历史了，，涨了两天，回头踩一下下面的支撑强度很好，尾盘由保险带上证50同步缩量踩，不影响其它很好，明后天主板中阳收回来覆盖今天的阴线，是完美的。连涨6-8周不是天天涨，不是40-60根阳线。我也不喜欢大盘天天涨，我喜欢震荡骑牦牛，只要趋势向上，我就可以市值天天增长。大盘向上是肯定的，先到40天线3370是肯定的，走走走走会加速也是肯定的，3330上面再留一些跳空缺口也是肯定的，，投资很简单，结构走势都量化给大家，只有首席可以做到，创业板1641首席也认为是历史底，现在认为主升浪就来了，先上2000点再说，明后天先到1843再说，走走走走来一些跳空缺口再说，，首席就这么简单的告诉你们，世界上没有其他人说给你们听，因为他们不知道。说了上面的，其实指数涨跌并不重要。我们来是要市值增长，不是来夸夸其谈、意淫满足、送钱的。跟首席前进，只要穿上合适的运动鞋就可以了，前面就是大丽花穿上合适的运动鞋，走啊，3254不回来了，这里又成为了历史。3254往3650-3700，连续涨6--8周。3254=3016，每次都一样，出发的时候总是掉队一批意淫的、自欺欺人的散户和机构，这就是散户小机构的边缘化。 
                        "
1,745,2017-11-21,“大金融”集体发力！万科A强势涨停,"
                            
                            “大金融”集体发力！万科A强势涨停 
                        "
4,1778,2017-11-22,猜一猜明天高开还是低开 ？,"
                            
                            猜一猜明天高开还是低开 ？ 
                        "
1,1828,2017-11-22,涨停潮来临 千股涨停,"
                            
                            千股涨停 
                        "
11,6587,2017-12-22,强势涨停超级大黑马*海川智能*金奥博*乐哥股份,"
强势涨停超级大黑马*海川智能*金奥博*乐哥股份 
                        "
23,10933,2017-12-15,强势涨停超级大黑马*海川智能*华信新材*国立科,"
强势涨停超级大黑马*海川智能*华信新材*国立科技
"
171,43589,2017-10-02,欢度中秋---谈股论金,"
                            
                            欢度中秋，阖家欢乐！在股言股 老狼抛砖引玉 聊一聊对《股者》心态 的解读 逗股友一乐第一层；看山是山，看水是水，股龄1--3年，也就是股者常说的想当年。第二层；看山不是山，看水不是水；股龄5--10年，报表造假，大股东无德，有庄，有托，怀疑市场的一切，第三层；看山还是山，看水还是水；股龄10--20年，对炒股的精髓《低买高卖》，已经大彻大悟，返璞归真。备注；戏法人人会变，巧妙各有不同。  中秋快乐 欢度佳节！
"
2,2070,2017-11-24,猜一猜高开还是低开 ？,"
                            
                            猜一猜高开还是低开 ？ 
                        "
2,2311,2017-12-01,打新新规今日“上岗”,"
                            
                            打新新规今日“上岗” 
                        "
1,2128,2017-12-01,波罗的海干散货指数涨2.73%,"
                            
                            波罗的海干散货指数涨2.73% 
                        "
1,3206,2017-12-01,5G时代智慧生活将迈入崭新阶段,"
                            
                            5G时代智慧生活将迈入崭新阶段 
                        "
1,1186,2017-12-01,中国即将迎来第三波人口红利,"
                            
                            中国即将迎来第三波人口红利 
                        "
1,4113,2017-12-01,道指突破24000点创盘中历史新高,"
                            
                            道指突破24000点创盘中历史新高 
                        "
1,2908,2017-12-01,美国经济数据靓丽 黄金承压回落,"
                            
                            美国经济数据靓丽 黄金承压回落 
                        "
1,952,2017-11-24,猜一猜收盘多少点？,"
                            
                            猜一猜收盘多少点？ 
                        "
1,892,2017-12-01,2020年各城市全面推进生活垃圾分类,"
                            
                            2020年各城市全面推进生活垃圾分类 
                        "
1,4073,2017-12-01,四季度经济好于预期 11月制造业和非制造业PMI双,"
                            
                            11月制造业和非制造业PMI双双回升 四季度经济好于预期 
                        "
2,5386,2017-12-01,隔夜外盘：道琼斯创历史新高突破24000点 涨331,"
                            
                            隔夜外盘：道琼斯创历史新高突破24000点 涨331点 
                        "
1,1202,2017-12-01,中国游戏市场连续三年领跑全球,"
                            
                            中国游戏市场连续三年领跑全球 
                        "
1,3631,2017-12-01,中国—东盟信息港加快架设“信息丝绸之路”,"
                            
                            中国—东盟信息港加快架设“信息丝绸之路” 
                        "
1,1495,2017-12-01,欧洲10月失业率8.8% 创2009年1月以来新低,"
                            
                            欧洲10月失业率8.8% 创2009年1月以来新低 
                        "
1,1256,2017-12-01,未来5年全球75%网民或成为IPv6用户,"
                            
                            未来5年全球75%网民或成为IPv6用户 
                        "
1,1195,2017-12-01,波罗的海干散货指数上涨2.73%至1578点,"
                            
                            波罗的海干散货指数上涨2.73%至1578点 
                        "
1,1853,2017-12-01,11月全国50大城市总土地出让金超3万亿,"
                            
                            11月全国50大城市总土地出让金超3万亿 
                        "
1,1274,2017-12-01,明年资本市场发展将有哪些大动作,"
                            
                            明年资本市场发展将有哪些大动作 
                        "
1,1552,2017-12-01,财政部提前下达2018年多项预算指标保障民生,"
                            
                            财政部提前下达2018年多项预算指标保障民生 
                        "
4,2932,2017-03-30,是调整到位了？还是差一点？,"
                            
                            是调整到位了？还是差一点？我选择到位，你呢？ 
"
1,2844,2017-12-01,隔夜外盘：道指标普均创历史新高 道指首次收于2,"
                            
                            隔夜外盘：道指标普均创历史新高 道指首次收于24000上方 
                        "
1,2584,2017-12-01,阿里全力投入网络可视化技术,"
                            
                            阿里全力投入网络可视化技术 
                        "
1,813,2017-12-01,重要股东承诺不减持,"
                            
                            重要股东承诺不减持 
                        "
1,896,2017-12-01,互联互通交易将迎实名制,"
                            
                            互联互通交易将迎实名制 
                        "
1,559,2017-12-01,11月基金募资创阶段新高,"
                            
                            11月基金募资创阶段新高 
                        "
2,5177,2017-12-01,隔夜外盘：道指大涨逾331点首次收于24000点上方,"
                            
                            隔夜外盘：道指大涨逾331点首次收于24000点上方 
                        "
