标题,链接,房屋总价,房屋户型,房本面积,房屋朝向,所在楼层,装修情况,产权年限,建筑年代,房屋类型,交易权属,参考首付,税费总计,是否唯一,税费描述
新城广场 楼下物美 户型方正 规划3号线100米 ,http://hz.58.com/ershoufang/27526692487619x.shtml,80                                万（单价13793                                元/㎡）,1室1厅1卫,58㎡,,低层/共16层,中等装修,40年,2009年,其他,使用权,24                                万（月供2297元/月）,,,
江南摩卡：业主自荐125方3室2卫，精装边套，置 ,http://hz.58.com/ershoufang/33434007019469x.shtml,340                                万（单价27200                                元/㎡）,3室2厅2卫,125㎡,南北,中层/共16层,中等装修,70年,2007年,普通住宅,商品房,102                                万（月供9759元/月）,,,
湘湖家园 3室2厅2卫 ，32000元/平方米 ,http://hz.58.com/ershoufang/33468152508969x.shtml,384                                万（单价32000                                元/㎡）,3室2厅2卫,120㎡,,高层/共6层,中等装修,70年,,,商品房,115.2                                万（月供11021元/月）,,,
余杭临平都市港湾 1室1厅1卫 38平米 ,http://hz.58.com/ershoufang/33432385436614x.shtml,58                                万（单价15263                                元/㎡）,1室1厅1卫,38㎡,东,中层/共11层,中等装修,70年,,公寓,商品房,17.4                                万（月供1665元/月）,,,
杭二棉小区 2室1厅1卫 ,http://hz.58.com/ershoufang/33411430817471x.shtml,155                                万（单价29245                                元/㎡）,2室1厅1卫,53㎡,南,低层/共6层,中等装修,70年,,普通住宅,商品房,46.5                                万（月供4449元/月）,,,
瑶琳嘉苑 3室2厅2卫 ,http://hz.58.com/ershoufang/33432077226829x.shtml,150                                万（单价13157                                元/㎡）,3室2厅2卫,114㎡,南,共1层,中等装修,70年,,普通住宅,商品房,45                                万（月供4304元/月）,,,
杭州四季青服装市场边上拆迁房 ,http://hz.58.com/ershoufang/33431776446538x.shtml,350                                万（单价48611                                元/㎡）,2室1厅1卫,72㎡,东,低层/共7层,中等装修,70年,,普通住宅,商品房,105                                万（月供10044元/月）,,,
塘栖西小河 2室1厅1卫 ,http://hz.58.com/ershoufang/33431572589636x.shtml,85                                万（单价11805                                元/㎡）,2室1厅1卫,72㎡,南,中层/共6层,中等装修,70年,,公寓,商品房,25.5                                万（月供2438元/月）,,,
出售 富丽花园三室两厅一厨两卫优秀 ,http://hz.58.com/ershoufang/33431471788229x.shtml,246                                万（单价20330                                元/㎡）,3室2厅2卫,121㎡,南北,低层/共6层,中等装修,,1996年,普通住宅,商品房,73.8                                万（月供7061元/月）,,,
华鸿汇盛德堡 2室1厅1卫 ,http://hz.58.com/ershoufang/33431272708009x.shtml,248                                万（单价33513                                元/㎡）,2室1厅1卫,74㎡,南,低层/共9层,中等装修,70年,,普通住宅,商品房,74.4                                万（月供7116元/月）,,,
保亿丽景山 3室2厅1卫诚心出售 ,http://hz.58.com/ershoufang/33430948782542x.shtml,238                                万（单价26953                                元/㎡）,3室2厅1卫,88.3㎡,南北,高层/共18层,中等装修,70年,,普通住宅,商品房,71.4                                万（月供6831元/月）,,,
朝晖七小区 3室1厅1卫 ,http://hz.58.com/ershoufang/33430822397746x.shtml,236                                万（单价40006                                元/㎡）,3室1厅1卫,58.99㎡,南,中层/共7层,中等装修,70年,,普通住宅,商品房,70.8                                万（月供6772元/月）,,,
宝塔公寓精装2房，带双阳台，独门独户，拎包入住。 ,http://hz.58.com/ershoufang/33430806411945x.shtml,150                                万（单价18181                                元/㎡）,3室1厅1卫,82.5㎡,东西,共5层,中等装修,,,普通住宅,商品房,45                                万（月供4304元/月）,,,
朝晖八小区 2室1厅1卫 ,http://hz.58.com/ershoufang/33430688644149x.shtml,220                                万（单价39811                                元/㎡）,2室1厅1卫,55.26㎡,南,高层/共7层,中等装修,70年,,普通住宅,使用权,66                                万（月供6315元/月）,,,
德胜新村 2室1厅1卫 ,http://hz.58.com/ershoufang/33430678700622x.shtml,230                                万（单价38218                                元/㎡）,2室1厅1卫,60.18㎡,南,低层/共6层,中等装修,70年,,普通住宅,商品房,69                                万（月供6600元/月）,,,
余杭老余杭保亿丽景山3室2厅1卫 89平米 ,http://hz.58.com/ershoufang/33430320599987x.shtml,235                                万（单价26404                                元/㎡）,3室2厅1卫,89㎡,南北,高层/共18层,中等装修,70年,2013年,普通住宅,商品房,70.5                                万（月供6745元/月）,,,
藕花洲大街 中山菜场边上 中套 满五 南北通透 ,http://hz.58.com/ershoufang/33430254285514x.shtml,155                                万（单价17222                                元/㎡）,2室2厅1卫,90㎡,南,中层/共6层,中等装修,,1996年,普通住宅,商品房,46.5                                万（月供4449元/月）,,,
西河公寓 4室2厅2卫 ,http://hz.58.com/ershoufang/33430206842033x.shtml,282                                万（单价20344                                元/㎡）,4室2厅2卫,138.61㎡,南,共5层,中等装修,70年,,公寓,商品房,84.6                                万（月供8092元/月）,,,
紫云山庄(公寓) 2室1厅1卫 ,http://hz.58.com/ershoufang/33429856735939x.shtml,95                                万（单价16379                                元/㎡）,2室1厅1卫,58㎡,南,共5层,中等装修,70年,,普通住宅,商品房,28.5                                万（月供2727元/月）,,,
清江路96-3-3-401 4室0厅1卫 ,http://hz.58.com/ershoufang/33384454159665x.shtml,365                                万（单价45279                                元/㎡）,4室0厅1卫,80.61㎡,南,共4层,中等装修,70年,,普通住宅,商品房,109.5                                万（月供10474元/月）,,,
低总价，户型好，釆光好 ,http://hz.58.com/ershoufang/33429707542094x.shtml,105                                万（单价14919                                元/㎡）,2室1厅1卫,70.38㎡,,共5层,中等装修,70年,,,商品房,31.5                                万（月供3012元/月）,,,
房子已售出，谢谢。电话勿扰 ,http://hz.58.com/ershoufang/32316778985403x.shtml,235                                万（单价14687                                元/㎡）,5室2厅2卫,160㎡,南北,高层/共16层,中等装修,70年,,普通住宅,商品房,70.5                                万（月供6745元/月）,,,
西湖九溪玫瑰园(住宅)3室2厅2卫 环境超好 适 ,http://hz.58.com/ershoufang/33429554980920x.shtml,480                                万（单价48632                                元/㎡）,3室2厅2卫,98.7㎡,南北,共3层,中等装修,70年,2000年,普通住宅,商品房,144                                万（月供13777元/月）,,,
萧山闻堰三江花园公寓 5室2厅3卫 210.39 ,http://hz.58.com/ershoufang/33266128110519x.shtml,500                                万（单价23765                                元/㎡）,5室2厅3卫,210.39㎡,东,高层/共7层,中等装修,70年,,普通住宅,商品房,150                                万（月供14351元/月）,,,
急售金田花园 2室2厅1卫 ,http://hz.58.com/ershoufang/32966368371634x.shtml,321                                万（单价39990                                元/㎡）,2室2厅1卫,80.27㎡,南,高层/共7层,中等装修,70年,,公寓,商品房,96.3                                万（月供9213元/月）,,,
新登镇新兴街170号 3室1厅1卫 ,http://hz.58.com/ershoufang/30286838553666x.shtml,75                                万（单价7894                                元/㎡）,3室1厅1卫,95㎡,南,中层/共6层,中等装修,70年,,普通住宅,商品房,22.5                                万（月供2153元/月）,,,
