['鲁JZZ777宝马牌BMW7301EL小型轿车', '//sf.taobao.com/sf_item/565014166140.htm', 1519869600000]
['浙DAM099梅赛德斯-奔驰牌WDDLJ5FB小型轿车一辆（不含号牌）', '//sf.taobao.com/sf_item/565408963865.htm', 1521338400000]
['车牌号为浙AP66M7长安牌小型客车', '//sf.taobao.com/sf_item/565150245436.htm', 1521338400000]
['苏K3319T雅阁牌汽车一辆', '//sf.taobao.com/sf_item/565263222418.htm', 1521338400000]
['鲁R6H785号北京现代牌车辆一部', '//sf.taobao.com/sf_item/565096872558.htm', 1521338400000]
['苏KBA429长安牌汽车一辆', '//sf.taobao.com/sf_item/565346631982.htm', 1521338400000]
['浙BZ6N26号小型轿车', '//sf.taobao.com/sf_item/565251901493.htm', 1521338400000]
['浙AJ25C6五菱牌小型客车', '//sf.taobao.com/sf_item/565224793405.htm', 1521338400000]
['浙D1B597帕萨特牌SVW7183MJi小型轿车一辆（不含号牌）', '//sf.taobao.com/sf_item/565426051169.htm', 1521338400000]
['拍卖宝马X4轿车一辆', '//sf.taobao.com/sf_item/565411899768.htm', 1521338400000]
['梅赛德斯-奔驰', '//sf.taobao.com/sf_item/565136388709.htm', 1521338400000]
['容县金泰涞瓷业有限公司名下的桂KJC130北京现代牌小型轿车', '//sf.taobao.com/sf_item/565139832601.htm', 1521338400000]
['云AZ010J猎豹牌CFA6481M小型普通客车', '//sf.taobao.com/sf_item/565150688384.htm', 1521338400000]
['鄂B74269号等12台小汽车', '//sf.taobao.com/sf_item/565154000381.htm', 1521338400000]
['桂DMM938力帆牌小型轿车', '//sf.taobao.com/sf_item/565285926009.htm', 1521338400000]
['粤BX720F号奔驰牌小型客车', '//sf.taobao.com/sf_item/565688339304.htm', 1521338400000]
['宁A4F022丰田越野车', '//sf.taobao.com/sf_item/565297982056.htm', 1521334800000]
['（破）浙江正国房地产开发有限公司名下浙CXR296丰田小型轿车一辆', '//sf.taobao.com/sf_item/565330087600.htm', 1521252000000]
['豫RFE766思域牌轿车.', '//sf.taobao.com/sf_item/565406479254.htm', 1521252000000]
['车牌号为云A222W3五菱微型车', '//sf.taobao.com/sf_item/565296734510.htm', 1521252000000]
['鲁C6W110本田锋范牌汽车', '//sf.taobao.com/sf_item/565290306729.htm', 1521252000000]
['皖EE1114号东风标致轿车', '//sf.taobao.com/sf_item/565210725267.htm', 1521252000000]
['车牌号为浙AC72L7旧机动车一辆', '//sf.taobao.com/sf_item/565221537717.htm', 1521252000000]
['（破）浙江正国房地产开发有限公司浙C6881X奥德赛小型普通客车', '//sf.taobao.com/sf_item/565147917176.htm', 1521252000000]
['（破）浙江领新聚氨酯有限公司名下浙C8ZR72五菱牌小型面包车一辆', '//sf.taobao.com/sf_item/565221990651.htm', 1521252000000]
['闽C?309S0 雪佛兰牌SGM7161DYAA 小型轿车一辆', '//sf.taobao.com/sf_item/565343675151.htm', 1521252000000]
['津KBL526起亚牌小轿车', '//sf.taobao.com/sf_item/564981724519.htm', 1521252000000]
['（破）车牌为浙A6H168沃尔沃牌小轿车一辆', '//sf.taobao.com/sf_item/565260222963.htm', 1521252000000]
['粤J86C77东风日产牌小型轿车', '//sf.taobao.com/sf_item/565209925484.htm', 1521252000000]
['丰田凯美瑞小型轿车一辆车牌号为川BYA111', '//sf.taobao.com/sf_item/565208714439.htm', 1521252000000]
['鲁J06667号黄色徐工牌XZJ5266JQZ20B重型专项作业车', '//sf.taobao.com/sf_item/565006798132.htm', 1521252000000]
['车牌号为浙A5JR78旧机动车一辆', '//sf.taobao.com/sf_item/565294478855.htm', 1521252000000]
['豫A2FM00号江淮牌和悦RSB15型轿车一辆', '//sf.taobao.com/sf_item/565346783924.htm', 1521252000000]
['豫C73755华菱之星牌重型自卸货车', '//sf.taobao.com/sf_item/565211101169.htm', 1521252000000]
['梅赛德斯奔驰4JGDA2EB', '//sf.taobao.com/sf_item/565220769822.htm', 1521252000000]
['鲁RE005Z别克牌车辆一部', '//sf.taobao.com/sf_item/565294994720.htm', 1521252000000]
['苏NJ2439三一牌混凝土搅拌运输车', '//sf.taobao.com/sf_item/565137240750.htm', 1521252000000]
['车牌号为浙B200HE旧机动车一辆', '//sf.taobao.com/sf_item/565376935203.htm', 1521252000000]
['苏HU476W号别克小型轿车', '//sf.taobao.com/sf_item/565296578042.htm', 1521252000000]
['（破）浙江领新聚氨酯有限公司名下浙CX7D69比亚迪牌小型轿车一辆', '//sf.taobao.com/sf_item/565035588620.htm', 1521252000000]
['鲁MC3882中通客车', '//sf.taobao.com/sf_item/565105536855.htm', 1521252000000]
['（破）浙江领新聚氨酯有限公司名下浙CZ3B58北京现代小型轿车一辆', '//sf.taobao.com/sf_item/565035196607.htm', 1521252000000]
['豫RA9778宝马牌小型轿车', '//sf.taobao.com/sf_item/565405835396.htm', 1521252000000]
['大通清鑫混凝土科技搅拌有限公司及何青泉名下四辆专项作业车和两辆越野车', '//sf.taobao.com/sf_item/565661662723.htm', 1521172800000]
['鲁FMX639奔驰牌小型汽车', '//sf.taobao.com/sf_item/565605622982.htm', 1521165600000]
['晋BBU677北京现代牌BH6440LAY普通客车', '//sf.taobao.com/sf_item/565175265915.htm', 1521165600000]
['本田牌飞度小型轿车（车牌号为：粤BH7V58）', '//sf.taobao.com/sf_item/565343871487.htm', 1521165600000]
['奔驰牌BJ7182VXL小型轿车', '//sf.taobao.com/sf_item/565002542663.htm', 1521165600000]
['奥迪牌FV6461HCQBG小型轿车', '//sf.taobao.com/sf_item/564826732421.htm', 1521165600000]
['赣FU9399路虎越野车', '//sf.taobao.com/sf_item/565265258192.htm', 1521165600000]
['奔驰牌BJ6453F4A小型轿车', '//sf.taobao.com/sf_item/564826232796.htm', 1521165600000]
['通华牌THT5320THB 车牌号为豫F58560 重型专项作业车', '//sf.taobao.com/sf_item/565249354321.htm', 1521165600000]
['北京现代牌小型普通客车', '//sf.taobao.com/sf_item/565296419328.htm', 1521165600000]
['豫CYL466号雪佛兰牌小型轿车一辆', '//sf.taobao.com/sf_item/565332735485.htm', 1521165600000]
['长安牌小型普通客车', '//sf.taobao.com/sf_item/565110549133.htm', 1521165600000]
['（破）苏JC7000号东风日产牌西玛JNIBBAF5020轿车一辆', '//sf.taobao.com/sf_item/565225710437.htm', 1521165600000]
['皖ETB888别克牌SGM7150MTA车辆', '//sf.taobao.com/sf_item/565187789733.htm', 1521165600000]
['豫CYP608号别克牌小型轿车', '//sf.taobao.com/sf_item/565249130284.htm', 1521165600000]
['（破）苏JD9000号宾利欧陆飞驰SCBBF53W轿车一辆', '//sf.taobao.com/sf_item/565038996664.htm', 1521165600000]
['B53591欧曼牌重型自卸货车', '//sf.taobao.com/sf_item/565332155437.htm', 1521165600000]
['海马牌HMC6440A4T0小型轿车', '//sf.taobao.com/sf_item/565012718385.htm', 1521165600000]
['宝马BMW7201WL（BMW525Li）轿车', '//sf.taobao.com/sf_item/564827396668.htm', 1521165600000]
['长安牌SC6469AH4小型轿车', '//sf.taobao.com/sf_item/564943901058.htm', 1521165600000]
['牌照为浙FU5075的风神日产蓝鸟小型轿车一辆', '//sf.taobao.com/sf_item/565073740857.htm', 1521165600000]
['沃尔沃牌轿车', '//sf.taobao.com/sf_item/565186561921.htm', 1521165600000]
['豫AP5H02北京现代牌轿车一辆', '//sf.taobao.com/sf_item/565189417233.htm', 1521165600000]
['奥迪牌FV6461HCQBG小型普通客车', '//sf.taobao.com/sf_item/565002498606.htm', 1521165600000]
['徐工牌铲车', '//sf.taobao.com/sf_item/565077348585.htm', 1521165600000]
['奔驰欧旅牌小型客车一辆', '//sf.taobao.com/sf_item/565207777756.htm', 1521165600000]
['（破）苏JC2472号桑塔纳牌SVW7180CEi轿车一辆', '//sf.taobao.com/sf_item/565224878713.htm', 1521165600000]
['（破）浙C02G85长安牌轻型普通货车（重新拍卖）', '//sf.taobao.com/sf_item/565266263617.htm', 1521165600000]
['车牌号为浙ALE005汽车一辆', '//sf.taobao.com/sf_item/565109342732.htm', 1520820000000]
['赣M03410奥迪牌小型汽车', '//sf.taobao.com/sf_item/564924548003.htm', 1520042400000]
['东风牌小型普通客车', '//sf.taobao.com/sf_item/563761927659.htm', 1515981600000]
['混凝土搅拌车', '//sf.taobao.com/sf_item/565246446500.htm', 1521079200000]
['HCN999揽驰霸道JTEBX3FJ小型越野客车', '//sf.taobao.com/sf_item/565093883776.htm', 1521079200000]
['车牌为浙AJ202S欧洲之星小型轿车一辆', '//sf.taobao.com/sf_item/565185362508.htm', 1521079200000]
['车牌为浙AUU498江淮牌小型普通客车', '//sf.taobao.com/sf_item/565109993272.htm', 1521079200000]
['川Y16745重型特殊结构货车', '//sf.taobao.com/sf_item/565224714074.htm', 1521079200000]
['粤XAG188号德国宝马牌小轿车', '//sf.taobao.com/sf_item/565206222583.htm', 1521079200000]
['车牌为车牌号码浙AUZ298奥迪小型轿车一辆', '//sf.taobao.com/sf_item/565254627449.htm', 1521079200000]
['川Y17465重型特殊结构货车', '//sf.taobao.com/sf_item/565224114749.htm', 1521079200000]
['粤A3AL67号梅赛德斯-奔驰S300L', '//sf.taobao.com/sf_item/565018716887.htm', 1521079200000]
['车牌为浙A6NL56五菱小型面包车一辆', '//sf.taobao.com/sf_item/565111885587.htm', 1521079200000]
['川Y17410重型特殊结构货车', '//sf.taobao.com/sf_item/565149141686.htm', 1521079200000]
['粤XVG126号梅赛德斯-奔驰牌小型轿车', '//sf.taobao.com/sf_item/565289471103.htm', 1521079200000]
['车牌号码浙A918EW奔驰小型普通客车', '//sf.taobao.com/sf_item/565183194442.htm', 1521079200000]
['粤L2B130五菱牌小型面包车', '//sf.taobao.com/sf_item/565015278382.htm', 1521079200000]
['粤RQH008丰田牌小车', '//sf.taobao.com/sf_item/564891573626.htm', 1521079200000]
['浙HN0329车辆', '//sf.taobao.com/sf_item/565060176827.htm', 1521079200000]
['粤XRY798号一汽大众奥迪牌小轿车', '//sf.taobao.com/sf_item/565288095463.htm', 1521079200000]
['粤XRB733号梅赛德斯-奔驰', '//sf.taobao.com/sf_item/565018428725.htm', 1521079200000]
['川Y17461重型特殊结构货车', '//sf.taobao.com/sf_item/565150269085.htm', 1521079200000]
['粤X79C37号宝马迷你MINI牌小型轿车', '//sf.taobao.com/sf_item/565019492845.htm', 1521079200000]
['赣B7H888一汽佳星牌小型普通客车', '//sf.taobao.com/sf_item/565014774537.htm', 1521079200000]
['桂A78X92福克斯牌小型轿车', '//sf.taobao.com/sf_item/565096163952.htm', 1521079200000]
['粤XLT629号宝马牌小轿车', '//sf.taobao.com/sf_item/565288835506.htm', 1521079200000]
['陆地巡洋舰霸道小型越野客车', '//sf.taobao.com/sf_item/565090287777.htm', 1521079200000]
['车牌号为浙C66D65梅赛德斯&mdash;奔驰牌小型轿车', '//sf.taobao.com/sf_item/564995312059.htm', 1521079200000]
['车牌为浙DHP530荣威牌汽车一辆', '//sf.taobao.com/sf_item/565328439049.htm', 1521079200000]
['粤ESE456号德国宝马牌小型轿车', '//sf.taobao.com/sf_item/565131301122.htm', 1521079200000]
['粤E76A18号德国梅赛德斯-奔驰', '//sf.taobao.com/sf_item/565288471780.htm', 1521079200000]
['粤YQE338号日本雷克萨斯牌小轿车', '//sf.taobao.com/sf_item/565204514444.htm', 1521079200000]
['苏H96998奥迪牌小型轿车', '//sf.taobao.com/sf_item/565311688895.htm', 1521079200000]
['粤B096FB别克君威小型汽车', '//sf.taobao.com/sf_item/565224690729.htm', 1521079200000]
['粤SG491M', '//sf.taobao.com/sf_item/565349219901.htm', 1521079200000]
['粤XZS682号雷克萨斯小轿车', '//sf.taobao.com/sf_item/565130857315.htm', 1521079200000]
['粤SJ130E江铃牌小型普通客车', '//sf.taobao.com/sf_item/565097379654.htm', 1521079200000]
['粤SH177K号机动车', '//sf.taobao.com/sf_item/565134741832.htm', 1521079200000]
['粤XHC333号梅赛德斯-奔驰牌小型轿车', '//sf.taobao.com/sf_item/565129713742.htm', 1521079200000]
['白色凯迪拉克牌小型汽车', '//sf.taobao.com/sf_item/565000058740.htm', 1521079200000]
['上海大众牌轿车', '//sf.taobao.com/sf_item/565252399367.htm', 1521079200000]
['粤Y82K43号奥迪牌汽车', '//sf.taobao.com/sf_item/565206654415.htm', 1521079200000]
['苏CH1262徐工牌XZJ5103JQZ8D汽车起重机', '//sf.taobao.com/sf_item/565091839012.htm', 1521079200000]
['粤XLE708号奥迪牌WAUAGD4L', '//sf.taobao.com/sf_item/565131605539.htm', 1521079200000]
['车牌号为浙DR1967佳美JTDBE30K200黑色小汽车一辆', '//sf.taobao.com/sf_item/565033644436.htm', 1521079200000]
['苏F6717G北京现代牌小型普通客车一辆', '//sf.taobao.com/sf_item/565039092253.htm', 1521079200000]
['川AXA130红色奇瑞汽车一辆', '//sf.taobao.com/sf_item/565205982747.htm', 1521079200000]
['苏E94T44奔驰汽车', '//sf.taobao.com/sf_item/565287647396.htm', 1521079200000]
['赣BY7309奇瑞牌小型轿车', '//sf.taobao.com/sf_item/564940681507.htm', 1521079200000]
['粤YZH086号丰田牌小型轿车', '//sf.taobao.com/sf_item/565289523864.htm', 1521079200000]
['粤YCE919号奥迪牌轿车', '//sf.taobao.com/sf_item/565019160093.htm', 1521079200000]
['车牌号为冀JJE260号奔驰牌小型轿车一辆', '//sf.taobao.com/sf_item/565264887054.htm', 1521079200000]
['苏FD8209梅赛德斯－奔驰牌小型汽车一辆（2010款E200CGI优雅型）', '//sf.taobao.com/sf_item/565150545174.htm', 1521079200000]
['苏EL1G02大众迈腾小轿车壹辆', '//sf.taobao.com/sf_item/565287799995.htm', 1521079200000]
['鄂B5BP65东风本田思铂睿牌DHW7245CUASB型小轿车', '//sf.taobao.com/sf_item/564985544832.htm', 1521079200000]
['鲁QC86H0大众牌轿车', '//sf.taobao.com/sf_item/565251867689.htm', 1521079200000]
['鲁QWC368号宝来牌小型轿车', '//sf.taobao.com/sf_item/565107300942.htm', 1521079200000]
['粤KER305轿车', '//sf.taobao.com/sf_item/565032056611.htm', 1521079200000]
['粤X896D7号华晨宝马牌小型轿车', '//sf.taobao.com/sf_item/565206714005.htm', 1521079200000]
['拍卖车牌为浙A6LT66宝马牌小型轿车壹辆', '//sf.taobao.com/sf_item/565216490622.htm', 1521079200000]
['桂A675G0号长城牌轻型普通货车', '//sf.taobao.com/sf_item/565209910102.htm', 1521079200000]
['粤X91668号梅赛德斯-北京奔驰', '//sf.taobao.com/sf_item/565019148140.htm', 1521079200000]
['粤XLV936号保时捷WP1AG292小型轿车', '//sf.taobao.com/sf_item/565132469020.htm', 1521079200000]
['贵F28440王牌牌CDW3040A1B3轻型自卸货车一辆', '//sf.taobao.com/sf_item/565109141901.htm', 1521079200000]
['牌照为鲁GU2290的高尔夫牌小型轿车一辆', '//sf.taobao.com/sf_item/564826344541.htm', 1521079200000]
['闽ESA776本田思域轿车', '//sf.taobao.com/sf_item/565288735021.htm', 1521079200000]
['车牌号为苏A7358E丰田牌小型轿车一辆', '//sf.taobao.com/sf_item/565306571306.htm', 1521079200000]
['车牌为浙DMT015荣威牌汽车一辆', '//sf.taobao.com/sf_item/565313595549.htm', 1521079200000]
['粤XJK666号梅赛德斯-奔驰牌小轿车', '//sf.taobao.com/sf_item/565018672631.htm', 1521079200000]
['浙JEA136小型机动车一辆', '//sf.taobao.com/sf_item/565204986462.htm', 1521079200000]
['苏C9000号丰田牌SCT6492E5轿车一辆', '//sf.taobao.com/sf_item/565171766730.htm', 1521079200000]
['奥迪牌FV7241FCVTG（陕KET008）小型轿车一辆', '//sf.taobao.com/sf_item/565017492666.htm', 1521079200000]
['鲁C1Z613轩逸牌轿车', '//sf.taobao.com/sf_item/565110624851.htm', 1521079200000]
['苏DZH390轿车一辆（大众牌FV7207TFATG）', '//sf.taobao.com/sf_item/564996356630.htm', 1521079200000]
['本田雅阁牌HG7203AB小型轿车', '//sf.taobao.com/sf_item/564996512975.htm', 1521079200000]
['浙J6TY17号北京牌小型汽车', '//sf.taobao.com/sf_item/565132397127.htm', 1521079200000]
['粤T DN259号的小型汽车', '//sf.taobao.com/sf_item/564861077909.htm', 1521079200000]
['被执行人名下的豫A5TT26号保时捷帕纳美拉汽车', '//sf.taobao.com/sf_item/565191923387.htm', 1521079200000]
['冀H6M333', '//sf.taobao.com/sf_item/565131029479.htm', 1521079200000]
['浙B7NF53丰田牌小型普通客车', '//sf.taobao.com/sf_item/565146437094.htm', 1521079200000]
['川BMZ561林肯牌小型越野客车', '//sf.taobao.com/sf_item/565434673539.htm', 1521079200000]
['处置浙ＢＬ1Ｖ20黑色蒙迪欧车辆', '//sf.taobao.com/sf_item/565118506948.htm', 1521079200000]
['粤C SV802号小型汽车', '//sf.taobao.com/sf_item/564934066991.htm', 1521079200000]
['冀D77N89号白色丰田汽车', '//sf.taobao.com/sf_item/564971151684.htm', 1521079200000]
['闽DHE679(蒙迪欧-致胜)小型轿车一辆', '//sf.taobao.com/sf_item/564989321232.htm', 1521079200000]
['浙FL1599陕汽牌SX4255NT324重型半挂牵引车', '//sf.taobao.com/sf_item/564998796348.htm', 1521079200000]
['浙J8DD26小型机动车一辆', '//sf.taobao.com/sf_item/565019652083.htm', 1521079200000]
['鲁VZ986J东风日产汽车（骐达）一辆', '//sf.taobao.com/sf_item/565060080878.htm', 1521079200000]
['车牌号为浙FH373T梅赛德斯-奔驰牌WDCDA0EB小型轿车', '//sf.taobao.com/sf_item/565109697144.htm', 1521079200000]
['轩逸牌小汽车（川TH4388）', '//sf.taobao.com/sf_item/565184105904.htm', 1521079200000]
['川A6Z036雅阁牌小型轿车', '//sf.taobao.com/sf_item/565204442943.htm', 1521079200000]
['苏JRD265号别克牌轿车', '//sf.taobao.com/sf_item/565206934535.htm', 1521079200000]
['车牌号浙J6RY23比亚迪车', '//sf.taobao.com/sf_item/565264332699.htm', 1521079200000]
['车牌号为浙C891C6北京现代牌小型轿车', '//sf.taobao.com/sf_item/565302831539.htm', 1521079200000]
['湘C6KJ68号北京现代牌小客车', '//sf.taobao.com/sf_item/565383878486.htm', 1521079200000]
['斯巴鲁.森林人小型越野客车', '//sf.taobao.com/sf_item/565476737595.htm', 1521079200000]
['桂林大宇牌大型汽车粤AP6813（营运车辆，落户广州需具备运营资质）', '//sf.taobao.com/sf_item/565499858130.htm', 1521079200000]
['豫GDC503的车辆（五菱小型客车）', '//sf.taobao.com/sf_item/565330292686.htm', 1520992800000]
['车牌号为川AQY033奔驰牌汽车', '//sf.taobao.com/sf_item/565264771036.htm', 1521010800000]
['川A9GB99奔驰牌4JGDF2EE小型越野客车', '//sf.taobao.com/sf_item/565266019771.htm', 1520992800000]
['浙AAK082小型汽车壹辆', '//sf.taobao.com/sf_item/565180138656.htm', 1520992800000]
['川AZQ998奔驰牌4JGDF7CE小型越野客车', '//sf.taobao.com/sf_item/565181090391.htm', 1520992800000]
['苏E6DA93 帕萨特牌汽车', '//sf.taobao.com/sf_item/565172098074.htm', 1520992800000]
['苏E2WR99 宝马牌汽车', '//sf.taobao.com/sf_item/565097469078.htm', 1520992800000]
['川AAN801宝马轿车', '//sf.taobao.com/sf_item/565512566176.htm', 1520992800000]
['鲁K9A799小型汽车', '//sf.taobao.com/sf_item/565264543183.htm', 1520992800000]
['鲁KK033Y奥迪牌A6L 2.8CVT小型轿车一辆', '//sf.taobao.com/sf_item/565109517421.htm', 1520992800000]
