标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价
小型普通客车苏NW5983一辆,https://sf.taobao.com/sf_item/565611901800.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,92000,2018/3/26 10:14,12,"￥80,000","￥10,000",,"￥1,000",1天,5分钟,拍卖,无,宿迁市宿城区人民法院,4,181,10050,12,"￥80,000"
牌照号码为苏E1K68B车辆一辆,https://sf.taobao.com/sf_item/565751459211.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,125000,2018/3/26 10:13,11,"￥75,000","￥7,500","￥88,100","￥1,000",1天,5分钟,拍卖,无,苏州市虎丘区人民法院,17,248,14147,43,
车牌号为浙ANS317长安牌小型客车,https://sf.taobao.com/sf_item/565572518730.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,38500,2018/3/26 10:12,17,"￥25,000","￥5,000","￥2,039",￥500,1天,5分钟,拍卖,无,淳安县人民法院,5,12,2357,22,
川RRN658野马牌汽车一辆,https://sf.taobao.com/sf_item/565041149328.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,42800,2018/3/26 10:12,7,"￥34,800","￥5,000","￥34,800","￥1,000",1天,5分钟,拍卖,无,南部县人民法院,3,73,12174,9,
车牌号为浙A092S8骐达牌小型轿车,https://sf.taobao.com/sf_item/565629690947.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,60500,2018/3/26 10:11,21,"￥35,000","￥5,000","￥13,000",￥500,1天,5分钟,拍卖,无,淳安县人民法院,8,71,5726,24,
闽G7792A江淮牌轻型普通货车,https://sf.taobao.com/sf_item/565660174044.htm,2018/3/25 10:00,2018/3/26 10:00,第二次拍卖,20024,2018/3/26 10:11,10,"￥17,024","￥1,702","￥30,400",￥300,1天,5分钟,拍卖,无,永安市人民法院,2,31,2295,11,
大众帕萨特轿车一辆,https://sf.taobao.com/sf_item/565286395726.htm,2018/3/25 10:00,2018/3/26 10:00,第二次拍卖,51106.4,2018/3/26 10:11,33,"￥32,106.4","￥3,000","￥40,133",￥500,1天,5分钟,拍卖,无,淮北市烈山区人民法院,3,76,13014,39,
桂KL3096福田时代瑞骐Ⅲ轻型自卸货车,https://sf.taobao.com/sf_item/565284756184.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,15000,2018/3/26 10:10,6,"￥9,000","￥1,000","￥9,000",￥500,1天,5分钟,拍卖,无,陆川县人民法院,8,71,4611,6,
川AN6X99丰田埃尔法汽车,https://sf.taobao.com/sf_item/565505737980.htm,2018/3/25 10:00,2018/3/26 10:00,重新拍卖,520000,2018/3/26 10:08,3,"￥230,000","￥45,000","￥328,000","￥1,000",1天,5分钟,拍卖,无,成都铁路运输中级法院,42,1213,35618,80,
鲁HMT317号解放牌/冀DSL39挂号天翔牌车辆,https://sf.taobao.com/sf_item/565670118084.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,15800,2018/3/26 10:07,5,"￥15,000","￥2,000","￥15,000",￥100,1天,5分钟,拍卖,无,济阳县人民法院,4,37,2606,9,
小型普通客车苏NNG637一辆,https://sf.taobao.com/sf_item/565499892799.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,62950,2018/3/26 10:06,7,"￥54,950","￥10,000",,"￥1,000",1天,5分钟,拍卖,无,宿迁市宿城区人民法院,6,86,5799,9,"￥54,950"
浙E6V235比亚迪小型轿车一辆（非营运）,https://sf.taobao.com/sf_item/565679546273.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,72200,2018/3/26 10:06,3,"￥59,000","￥11,000","￥83,700","￥1,100",1天,5分钟,拍卖,无,湖州市吴兴区人民法院,6,155,5041,13,
车辆名称为起亚智跑，车牌号为豫SGC113,https://sf.taobao.com/sf_item/565947154002.htm,2018/3/25 10:00,2018/3/26 10:00,第二次拍卖,85000,2018/3/26 10:06,5,"￥76,000","￥10,000","￥95,000","￥1,000",1天,5分钟,拍卖,无,信阳市??负忧??人民法院,5,169,6296,10,
云AL115S大众汽车,https://sf.taobao.com/sf_item/566015206838.htm,2018/3/25 10:00,2018/3/26 10:00,第二次拍卖,74078,2018/3/26 10:04,1,"￥74,078","￥7,000","￥87,150",￥740,1天,5分钟,拍卖,无,嵩明县人民法院,1,78,7685,1,
川A317KM奔驰汽车,https://sf.taobao.com/sf_item/565493681330.htm,2018/3/25 10:00,2018/3/26 10:00,重新拍卖,179000,2018/3/26 10:02,1,"￥57,000","￥11,000","￥81,200","￥1,000",1天,5分钟,拍卖,无,成都铁路运输中级法院,54,1225,34608,18,
豫A0Q27L大众牌小型轿车一辆,https://sf.taobao.com/sf_item/565337104192.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,160769.6,2018/3/26 10:00,0,"￥125,769.6","￥20,000","￥157,212","￥1,000",1天,5分钟,拍卖,无,新郑市人民法院,12,573,20325,24,
浙GF770A雪佛兰牌汽车,https://sf.taobao.com/sf_item/565413428313.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,81600,2018/3/26 10:00,0,"￥68,600","￥10,000","￥98,000","￥1,000",1天,5分钟,拍卖,无,武义县人民法院,8,116,6058,7,
川A8ZU26别克GL8汽车,https://sf.taobao.com/sf_item/565651355541.htm,2018/3/25 10:00,2018/3/26 10:00,重新拍卖,158000,2018/3/26 10:00,0,"￥78,000","￥15,000","￥111,300","￥1,000",1天,5分钟,拍卖,无,成都铁路运输中级法院,24,396,11986,54,
现车牌号为苏CV6816大众途锐一辆,https://sf.taobao.com/sf_item/565668146270.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,351000,2018/3/26 10:00,0,"￥350,000","￥40,000","￥500,000","￥1,000",1天,5分钟,拍卖,无,徐州市泉山区人民法院,5,189,11125,2,
车牌号为辽BK3771宇通客车一辆,https://sf.taobao.com/sf_item/565710667058.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,194750,2018/3/26 10:00,0,"￥194,750","￥30,000","￥205,000","￥1,000",1天,5分钟,拍卖,无,郑州高新技术产业开发区人民法院,2,18,2260,1,
车牌为浙J398Y3比亚迪牌小型轿车一辆,https://sf.taobao.com/sf_item/565742991490.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,18850,2018/3/26 10:00,0,"￥17,850","￥2,000","￥22,322","￥1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,5,50,2790,2,
粤EPE132号汽车,https://sf.taobao.com/sf_item/565767819124.htm,2018/3/25 10:00,2018/3/26 10:00,第一次拍卖,31728.48,2018/3/26 10:00,0,"￥31,728.48","￥6,345.69","￥45,326.4",￥600,1天,5分钟,拍卖,无,佛山市禅城区人民法院,2,99,7325,1,
粤SM287H汽车,https://sf.taobao.com/sf_item/565610782104.htm,2018/3/24 21:00,2018/3/25 21:00,第一次拍卖,31373,2018/3/25 21:11,23,"￥19,973","￥3,800","￥28,531",￥300,1天,5分钟,拍卖,无,东莞市第二人民法院,12,232,18170,37,
沪B65G89号凯迪拉克牌轿车,https://sf.taobao.com/sf_item/564867357967.htm,2018/3/24 20:00,2018/3/25 20:00,第一次拍卖,240000,2018/3/25 20:36,27,"￥160,000","￥20,000","￥226,900","￥1,000",1天,5分钟,拍卖,无,霞浦县人民法院,18,531,22837,64,
（破）温州市鸿昌物流有限公司名下浙C35212江淮牌普通货运汽车,https://sf.taobao.com/sf_item/565425857401.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,65800,2018/3/25 11:09,66,"￥16,800","￥2,400","￥24,000",￥500,1天,5分钟,拍卖,无,温州市鸿昌物流有限公司管理人,11,118,7796,84,
车牌号为浙F0175K奥迪牌WAUAYD4L小型越野客车,https://sf.taobao.com/sf_item/565575378251.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,249000,2018/3/25 10:42,44,"￥133,000","￥25,000","￥190,000","￥1,000",1天,5分钟,拍卖,无,桐乡市人民法院,15,356,21504,67,
粤YTD855大众牌小型汽车,https://sf.taobao.com/sf_item/565627978141.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,117605.88,2018/3/25 10:41,16,"￥89,605.88","￥17,921.17","￥128,008.4","￥1,000",1天,5分钟,拍卖,无,佛山市禅城区人民法院,11,292,15130,24,
三一牌混凝土搅拌运输车六辆、三一牌混凝土泵车一辆,https://sf.taobao.com/sf_item/565712823945.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,2359698,2018/3/25 10:40,102,"￥1,729,698","￥340,000","￥1,729,698","￥5,000",1天,5分钟,拍卖,无,昆明市官渡区人民法院,3,58,3973,106,
车牌号为浙FE6666幻影加长版CE劳斯莱斯牌SCA1L680大型轿车,https://sf.taobao.com/sf_item/565575118564.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,3556600,2018/3/25 10:33,70,"￥1,636,600","￥300,000","￥2,338,000","￥5,000",1天,5分钟,拍卖,无,桐乡市人民法院,8,596,54511,86,
浙F7009J丰田牌TV6460GLX-i小型普通客车,https://sf.taobao.com/sf_item/565659435036.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,86600,2018/3/25 10:23,17,"￥58,100","￥10,000","￥83,000",￥500,1天,5分钟,拍卖,无,桐乡市人民法院,21,391,12992,50,
别克牌小轿车,https://sf.taobao.com/sf_item/565756989940.htm,2018/3/24 10:00,2018/3/25 10:00,第二次拍卖,71000,2018/3/25 10:23,23,"￥56,000","￥10,000","￥90,300",￥500,1天,5分钟,拍卖,无,莆田市城厢区人民法院,8,180,7655,24,
云LGW111保时捷WP1AG292小型越野客车一辆,https://sf.taobao.com/sf_item/565712455124.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,793900,2018/3/25 10:21,37,"￥655,900","￥130,000","￥655,900","￥2,000",1天,5分钟,拍卖,无,昆明市官渡区人民法院,4,320,18043,42,
苏E&middot;02VG2别克牌小型普通客车一辆（不含号牌）,https://sf.taobao.com/sf_item/565623446879.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,176000,2018/3/25 10:21,7,"￥108,000","￥20,000","￥119,600","￥2,000",1天,5分钟,拍卖,无,绍兴市越城区人民法院,18,714,17121,18,
奥迪A6轿车一辆,https://sf.taobao.com/sf_item/565633699617.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,123500,2018/3/25 10:19,14,"￥102,500","￥10,000","￥114,100","￥1,000",1天,5分钟,拍卖,无,卢龙县人民法院,4,150,19443,20,
型号为大众牌FV7160BBMGG小型轿车（晋DQ0074),https://sf.taobao.com/sf_item/565872029141.htm,2018/3/24 10:00,2018/3/25 10:00,第二次拍卖,43912,2018/3/25 10:16,8,"￥39,912","￥4,000","￥49,890",￥500,1天,5分钟,拍卖,无,长治市城区人民法院,4,150,8394,9,
车牌号为贵AE550V,https://sf.taobao.com/sf_item/565602626161.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,338700,2018/3/25 10:12,5,"￥180,300","￥36,060","￥180,300",￥900,1天,5分钟,拍卖,无,福泉市人民法院,16,188,10784,58,
豫A129QT号奇瑞牌轿车一辆,https://sf.taobao.com/sf_item/565972461159.htm,2018/3/24 10:00,2018/3/25 10:00,第二次拍卖,21736,2018/3/25 10:10,7,"￥17,536","￥2,000","￥27,400",￥300,1天,5分钟,拍卖,无,新密市人民法院,9,66,4284,15,
川B298BM 起亚牌YQZ7169AKGE5小汽车,https://sf.taobao.com/sf_item/565545009816.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,67000,2018/3/25 10:06,10,"￥48,000","￥4,800","￥48,000",￥500,1天,5分钟,拍卖,无,绵阳市安州区人民法院,7,81,8459,37,
甘MR6231号长安牌小型汽车,https://sf.taobao.com/sf_item/565660366376.htm,2018/3/24 10:00,2018/3/25 10:00,第二次拍卖,27160,2018/3/25 10:04,6,"￥20,160","￥5,000","￥36,000","￥1,000",1天,5分钟,拍卖,无,庆阳市西峰区人民法院,2,17,2418,8,
苏NN0660别克牌小型轿车一辆,https://sf.taobao.com/sf_item/565530153673.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,21770,2018/3/25 10:03,1,"￥21,770","￥3,000","￥31,100",￥400,1天,5分钟,拍卖,无,泗洪县人民法院,3,71,6800,1,
豫C55623大众帕萨特SVW72010KJ小型轿车,https://sf.taobao.com/sf_item/565635423947.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,133781,2018/3/25 10:00,0,"￥133,781","￥10,000","￥133,781","￥1,000",1天,5分钟,拍卖,无,伊川县人民法院,1,165,8439,1,
鲁BN752R号汽车一辆,https://sf.taobao.com/sf_item/565714707026.htm,2018/3/24 10:00,2018/3/25 10:00,第一次拍卖,125268,2018/3/25 10:00,0,"￥125,268","￥20,000","￥156,585","￥1,000",1天,5分钟,拍卖,无,即墨市人民法院,1,156,15593,1,
晋LA9079重型自卸车货车一辆,https://sf.taobao.com/sf_item/565939289575.htm,2018/3/24 10:00,2018/3/25 10:00,第二次拍卖,99872,2018/3/25 10:00,0,"￥99,872","￥10,000","￥124,840","￥1,000",1天,5分钟,拍卖,无,临汾市尧都区人民法院,1,50,2975,1,
豫JAV999宝马牌小型轿车一辆,https://sf.taobao.com/sf_item/565650067503.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,290500,2018/3/24 10:53,37,"￥263,000","￥30,000","￥328,000",￥500,1天,5分钟,拍卖,无,濮阳市华龙区人民法院,5,124,10209,41,
浙KH9783现代牌索纳塔汽车一辆,https://sf.taobao.com/sf_item/565413320883.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,27680,2018/3/24 10:47,175,"￥4,000",￥800,"￥5,000",￥80,1天,5分钟,拍卖,无,庆元县人民法院,32,326,14296,215,
中联牌泵车一台，车牌号：（豫AL2139）,https://sf.taobao.com/sf_item/565317860949.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,1202280,2018/3/24 10:40,34,"￥1,017,280","￥100,000","￥1,196,800","￥5,000",1天,5分钟,拍卖,无,长沙市岳麓区人民法院,3,28,4452,38,
豫A444BC,https://sf.taobao.com/sf_item/565165419598.htm,2018/3/23 10:00,2018/3/24 10:00,第二次拍卖,92320,2018/3/24 10:32,14,"￥72,320","￥10,000","￥113,000","￥1,000",1天,5分钟,拍卖,无,郑州市二七区人民法院,11,159,12882,21,
宝马X62012款XDriver50i小型越野车一辆,https://sf.taobao.com/sf_item/565526729247.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,382500,2018/3/24 10:30,16,"￥328,500","￥30,000","￥365,000","￥3,000",1天,5分钟,拍卖,无,凯里市人民法院,6,211,14743,19,
中联牌泵车一台，车架号为：WDANHCAAXCL657000,https://sf.taobao.com/sf_item/565330296246.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,1026280,2018/3/24 10:26,28,"￥881,280","￥90,000","￥1,036,800","￥5,000",1天,5分钟,拍卖,无,长沙市岳麓区人民法院,2,15,2481,28,
桂D31350钦机牌QJ5820CPD3自卸低速货车,https://sf.taobao.com/sf_item/565600055716.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,26085.5,2018/3/24 10:22,13,"￥23,285.5","￥4,000","￥33,265",￥200,1天,5分钟,拍卖,无,蒙山县人民法院,2,24,2800,13,
豫HY2255雷诺牌KOLEOS(科雷傲）小型普通客车,https://sf.taobao.com/sf_item/565559770247.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,98252,2018/3/24 10:21,14,"￥77,252","￥10,000","￥85,836",￥500,1天,5分钟,拍卖,无,孟州市人民法院,9,314,11564,33,
粤T0E723号雷克萨斯小型普通客车一辆,https://sf.taobao.com/sf_item/565505398169.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,201200,2018/3/24 10:20,12,"￥154,700","￥30,500","￥154,700","￥1,500",1天,5分钟,拍卖,无,中山市第二人民法院,9,299,16868,32,
闽G0379H奔驰轿车汽车,https://sf.taobao.com/sf_item/565547170621.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,743190,2018/3/24 10:19,59,"￥575,190","￥57,519","￥821,700","￥2,000",1天,5分钟,拍卖,无,尤溪县人民法院,7,105,9163,77,
车牌号为浙C2207X奔驰牌小型轿车一辆,https://sf.taobao.com/sf_item/565630527899.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,156000,2018/3/24 10:18,22,"￥56,000","￥8,000","￥80,000","￥1,000",1天,5分钟,拍卖,无,永嘉县人民法院,40,1165,50263,62,
黑A25023号混凝土搅拌运输车,https://sf.taobao.com/sf_item/565768277464.htm,2018/3/23 10:00,2018/3/24 10:00,第二次拍卖,26356,2018/3/24 10:18,21,"￥9,856","￥1,971","￥17,600",￥500,1天,5分钟,拍卖,无,哈尔滨市道外区人民法院,5,50,2747,32,
车牌号为川MJB989的奥迪牌小型轿车一辆,https://sf.taobao.com/sf_item/565570498815.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,174000,2018/3/24 10:15,12,"￥140,000","￥7,500","￥145,284","￥1,000",1天,5分钟,拍卖,无,乐至县人民法院,12,143,12801,23,
别克牌GL8商务汽车,https://sf.taobao.com/sf_item/565358428643.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,156700,2018/3/24 10:14,45,"￥101,200","￥10,120","￥101,200",￥500,1天,5分钟,拍卖,无,云南省西双版纳傣族自治州中级人民法院,7,234,10292,75,
鲁G3Y357号吉利美日牌汽车一辆,https://sf.taobao.com/sf_item/565498461090.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,20944,2018/3/24 10:11,5,"￥19,544","￥2,000","￥24,430",￥200,1天,5分钟,拍卖,无,诸城市人民法院,2,77,4619,8,
大众牌小型汽车一辆,https://sf.taobao.com/sf_item/565972359767.htm,2018/3/21 10:00,2018/3/24 10:00,第二次拍卖,112720,2018/3/24 10:09,13,"￥90,720","￥5,000","￥126,000","￥1,000",3天,5分钟,拍卖,无,永德县人民法院,14,312,15232,23,
豫MQ3863号本田雅阁HG7203AB小型轿车一辆,https://sf.taobao.com/sf_item/565648987821.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,73920,2018/3/24 10:08,3,"￥60,320","￥10,000","￥75,400",￥200,1天,5分钟,拍卖,无,卢氏县人民法院,15,285,10827,35,
闽FAZ871号胜达牌小型汽车,https://sf.taobao.com/sf_item/565412804001.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,76920,2018/3/24 10:06,2,"￥73,920","￥7,400","￥105,600",￥500,1天,5分钟,拍卖,无,长汀县人民法院,3,61,6181,7,
一、 车牌为浙AZS899小型越野客车一辆,https://sf.taobao.com/sf_item/565362764297.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,832964,2018/3/24 10:04,1,"￥632,964","￥120,000","￥791,205","￥1,000",1天,5分钟,拍卖,无,杭州市拱墅区人民法院,5,524,31428,32,
黑AE1229号混凝土泵车,https://sf.taobao.com/sf_item/565770933678.htm,2018/3/23 10:00,2018/3/24 10:00,第二次拍卖,671056,2018/3/24 10:04,2,"￥427,056","￥50,000","￥762,600","￥4,000",1天,5分钟,拍卖,无,哈尔滨市道外区人民法院,7,39,3103,62,
陕BJ2678号丰田汉兰达牌,https://sf.taobao.com/sf_item/565813017757.htm,2018/3/23 10:00,2018/3/24 10:00,第二次拍卖,96000,2018/3/24 10:04,1,"￥96,000","￥10,000","￥120,000","￥1,000",1天,5分钟,拍卖,无,铜川市王益区人民法院,2,107,10733,1,
中联混凝土泵车型号：ZLJ5417THB，车牌号为：鲁AJ0922,https://sf.taobao.com/sf_item/565590435404.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,579700,2018/3/24 10:04,1,"￥579,700","￥60,000","￥682,000","￥5,000",1天,5分钟,拍卖,无,长沙市岳麓区人民法院,2,27,2198,1,
川CK0211高尔夫牌小型汽车,https://sf.taobao.com/sf_item/565768712955.htm,2018/3/23 10:00,2018/3/24 10:00,第二次拍卖,47220,2018/3/24 10:01,1,"￥46,720","￥5,000","￥58,400",￥500,1天,5分钟,拍卖,无,成都市武侯区人民法院,3,141,14786,2,
黑：C-A5532号，品牌型号为：迈腾牌FV7187IDQG小型轿车,https://sf.taobao.com/sf_item/565449521695.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,50350,2018/3/24 10:01,1,"￥47,500","￥9,500","￥50,000",￥475,1天,5分钟,拍卖,无,牡丹江市西安区人民法院,3,74,7235,7,
粤BVR56重型集装箱半挂车,https://sf.taobao.com/sf_item/565946869446.htm,2018/3/23 10:00,2018/3/24 10:00,第二次拍卖,41408,2018/3/24 10:00,1,"￥37,408","￥3,740","￥66,800","￥1,000",1天,5分钟,拍卖,无,深圳市盐田区人民法院,5,63,4190,5,
宝马牌WBAHN210 730 li小型轿车,https://sf.taobao.com/sf_item/565525122239.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,155470,2018/3/24 10:00,1,"￥155,470","￥20,000","￥222,100","￥1,000",1天,5分钟,拍卖,无,汝州市人民法院,1,125,12133,1,
中联牌泵车一台，车架号为：WDANHCAA2CL653992,https://sf.taobao.com/sf_item/565328820757.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,895900,2018/3/24 10:00,0,"￥895,900","￥90,000","￥1,054,000","￥5,000",1天,5分钟,拍卖,无,长沙市岳麓区人民法院,1,17,2091,1,
浙D3295Y桑塔纳牌小型轿车一辆,https://sf.taobao.com/sf_item/565377528397.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,28600,2018/3/24 10:00,0,"￥14,100","￥2,000","￥20,016",￥500,1天,5分钟,拍卖,无,新昌县人民法院,11,141,5237,20,
牌照号码：皖AGL378,https://sf.taobao.com/sf_item/565472861690.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,160200,2018/3/24 10:00,0,"￥90,900","￥15,000","￥101,000",￥300,1天,5分钟,拍卖,无,太和县人民法院,10,120,8394,8,
浙DUB291长安牌小型普通客车一辆,https://sf.taobao.com/sf_item/565566154946.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,18000,2018/3/24 10:00,0,"￥12,000","￥1,000","￥17,045",￥500,1天,5分钟,拍卖,无,新昌县人民法院,10,134,5481,13,
卢星火所有的闽C5S695比亚迪牌小型轿车,https://sf.taobao.com/sf_item/565633951194.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,32620,2018/3/24 10:00,0,"￥32,620","￥6,500","￥46,600",￥500,1天,5分钟,拍卖,无,德化县人民法院,1,29,3749,1,
苏BE936K起亚汽车一辆,https://sf.taobao.com/sf_item/565634791230.htm,2018/3/23 10:00,2018/3/24 10:00,第一次拍卖,42000,2018/3/24 10:00,0,"￥42,000","￥8,000","￥52,000",￥800,1天,5分钟,拍卖,无,江阴市人民法院,2,66,8290,1,
