评论,评分
好玩啊！十环过山车?，垂直！大摆锤！超级过瘾的！玩得太疯都忘记拍照片了，哈哈?反正全身上下湿透了！爽！,5
公司组织去过，园区很多，游乐设施很赞，值得再去，就是票价高了点,5
非常好玩，有些都挺刺激，比如垂直过山车和大摆锤，不过也有许多适合小孩与家长一起去玩，有时间还想再去玩。,5
刺激，但是节假日人多，排的队久了点，但是总体还是玩的很开心的啦,4
陪小朋友玩，游乐设施不错，小朋友都能玩。就是天太热啦，受不了。,5
到广州必去的景点之一 两个人都喜欢刺激娱乐的地方 很好很喜欢 买票也方便 买完 第二天 直接去自助取票 很方便 赞一个 ,5
孩子很新欢，地方很大，设施很多，表演很有趣，一天游玩有些紧张！,5
早就计划好来长隆，赶上万圣节活动最后一天，买的夜场看了万圣节巡游，还惊喜的参加了黑艳舞会，应该不是每天都有吧，垂直过山车太刺激了，我跟朋友坐了两遍也没够，哈哈，总之长隆是值得来的地方,5
从携程订票很方便，到景区自助取票机直接取票，长隆欢乐世界大人小孩都有可玩的项目，垂直过山车、十环过山车、摩托过山车、U型滑板、大摆锤、激流勇进玩的都很刺激，尤其是垂直过山车太好玩了。,5
带孩子去玩的，大部分项目都适合孩子玩，不像有的乐园以大型设备为主孩子没法玩。因为有很多不适合孕妇玩的，能不能考虑再增加个孕妇等特殊人群票，要不感觉进去了基本什么都玩不了好不值????,4
因为买一送一 所以很多的是小学生 小学生初中生一堆堆 然后大摆锤我真的不敢玩 因为好恐怖 个人觉得u型滑板已经把我心脏咚出来了 垂直也没玩 龙卷风也是很恐怖 所以我觉得想寻找刺激的朋友还是值得一来的,5
长隆做的游戏项目在国人真是首屈一指，设备看上去都很新，项目都很刺激，该有的都有，服务还是很好，里面的餐厅也是很有水准，不是应付一餐的那种口味！,5
十月份是万圣节主题，到处都是万圣节的元素，亲子类的项目挺多的，闺女四岁半，一米一多点儿，能玩儿的项目不少，闺女玩儿了激流勇进，大呼开心！哈哈！,5
暑假去 人比較多 但排隊都不算太久 一般半個小時 十環還有垂直真心推薦 真的很好玩很刺激 場地也很乾淨 總統都挺舒適,5
到门口直接在电子取票处取票很方便，就是天气不太好，有点不尽兴。,5
游戏项目很多很刺激，适合不同的年龄段，垂直过山车的人气最旺，可惜排队的人太多没有玩，但也玩了十环过山车，已经过瘾了，下次再来挑战垂直过山车吧。,5
长隆欢乐世界是国内我最喜欢的一个游乐园之一。里面的很多刺激娱乐项目都是在世界上排得上名次的。园区里的景色也很优美。在里面玩上整整一天没有问题。,5
真心好玩，去的时候应该是9月份，淡季，基本上没排队，过山车真心好玩，我老公玩了三次，兴奋坏了。有真人秀表演，几点我忘了，建议去的朋友可以之前打听好时间，挺多老外表演的，有意思又刺激！,5
很好玩  玩了一天累死了   ,5
挺好玩的，孩子玩的挺高兴的，就是高科技的东西不如迪士尼和方特,5
孩子很开心，先去飞鸟乐园，路程有些远，鳄鱼表演和游船很特别。,5
广州长隆大比较分散，所以有点累，珠海的话就比较集中，不会太累,4
天冷，人比较少，完全不用排队，不过也没了气氛。。玩得很开心，,5
不错，值得一来。我们去的这个日子档口，人少，基本不用排队玩。,5
只爱锤子过山车     反复坐,3
垂直过山车很刺激，值得一试。但这次去火箭过山车没开有点遗憾！,5
很好玩 人不是特别多。     ,5
带孩子来玩的，乐园里适合小朋友的项目很多，几个过山车项目排队人太多，没有玩到，下次有机会还会再来的。,5
真的蛮好玩的。建议买快速通道手环，里面商店有卖。可以不用排队,5
过山车，大摆锤，U型滑板，过山摩托车，这些太刺激的项目玩不来，带小孩体验了星际穿越，魔幻森林，水上娱乐项目，北美伐木以及四维电影，都还不错。,5
还行吧，但是不会再去了，尤其是不喜欢惊险刺激游戏德朋友，也不要个这种朋友约出来到这里玩，，因为会扫兴,4
广州长隆的大型游乐园，欢乐与刺激并存，好多项目国内独一无二！,5
没有想象中的好。很多游戏设施感觉有点旧。,4
从小到大去了很多次 刺激好玩 就是东西不好吃,5
电视上总有广告，可以住两天，上次推荐同事家带着孩子一块去呢。,5
玩的很开心！就是下雨天有一点点不和谐 不过一切都好啦 下次再来！,5
游乐项目还是挺多的，就是我们去的那几天下雨，有好几个项目没玩,4
携程订票方便实惠，推荐！玩的也很好，小朋友认为比动物园好玩！,5
好，很好，非常好，非常好玩，玩的很开心，，玩了一整天，种类多,5
情侣票非常值得，能玩一整天，过山车很刺激，4d电影很好玩，非常适合情侣，家人游玩，非常愉快的一天天，,5
垂直过山车没敢玩 可能是体质问题头晕 里面消费太高 总得来说还不错,3
去之前一直下雨，担心去的时候会因为下雨很多项目不能玩，票也说是特价票不能退。最后天气给力，玩的很开心,4
离市区还算近，不过还有设施在建设中，去的时候也有在检修的设备，不是全部开放，逐一时间才全部开放完，里面雨衣15一件，不过密封性不错不容易坏！,4
挺好玩的，过山车灰常刺激。就是有点热，但还是很好玩！！！！！,5
挺好玩了，有好多个过山车，最喜欢垂直过山车，玩了两次。 5点多没什么人了，才没怎么排队，中午下午人蛮多,5
很刺激，俯冲是过山车玩了好几次，嗨得很！,5
就是去玩的天气太热，不爽，其他还好，下次去把游戏都再玩一遍。,5
就是节假日太多人，买了快速通道票，然后刺激的都玩了不用等太久,5
给孩子的生日礼物，玩得挺开心。原本以为人很多，要排很长的队，结果还行，一般也就五六个人的样子，点?！,5
最最最最爽的就是u型滑板，其次就是垂直过山车。园区规划建设人性化，卡通人偶互动很欢乐。开心，五星好评,5
很好玩的地方，高考之后跟好朋友去玩，还节省了一些钱，玩得很开心，用携程订票很方便,5
携程旅行网订票方便，出行玩乐一直都是选择携程，玩得挺开心的，,5
订票很方便，入园也很方便，但主要是人太多了，排队已成为习惯。,4
高中的毕业小出游~很好玩就是排队排的很累,5
有50多个游乐项目，但是有的项目要控制身高，还有花车巡游呢！,5
刺激～～初中去过一次。现在大学也去一次。胆小所以初中只玩了激流勇进哈哈哈。大学被朋友拉着一开始就玩垂直。然后一脸懵逼就嗨翻天哈哈哈其他机动游戏都玩了很多。刺激呀～以后会和男朋友再去,5
南门也有电子票自助机！！南门有！！！后面出来才知道，不用坐巴士到北门去了。今天去了好多学生。不过挺热闹的。食物种类还可以，价格你懂的。表演的节目很精彩。喜欢刺激的朋友一定要去玩玩喔,5
蛮不错的，看了很多表演节目很赞，就是哪天刚好遇到毕业生全部一起去玩，所以人太多了，人少会更加好玩。携程网订票价格实惠，方便。去到直接扫描二维码就可以直接进园，节省了排队买票的时间。,5
真的太好玩了，第一个项目就是垂直过山车，简直就是太刺激了，玩完这个后对其它过山车就觉得一般了。。。还有u型滑板感觉有点恐怖，可惜没玩到。。。,5
星期六的带着女朋友过去的，人不多，想玩的都玩到了，十环过山车，大摆锤，垂直过山车最刺激了，要做好心理准备才行。临近圣诞节里面很多圣诞节的表演，很有气氛。携程订票真方便，还可以省钱。,5
里面游乐设施比较多，还有小孩专门的游乐设施，整体感觉不错。,5
国庆节期间去玩非常热，园区不太大，大部分项目其他乐园也有。,5
玩一天累死了，爽下个月休息再去，很好过山车很快，很有感觉，,5
非常棒，门票也很及时的收到了。度过了一个非常棒的圣诞主题。,5
挺好玩的，正好人不是很多的时候，一个项目不用排很久就可以玩,5
女生票非常抵玩，不仅可以在欢乐世界玩，而且还能选择水上世界,5
周六去的，很多人，基本玩不了多少个项目，只能当去感受下气氛,3
欢乐世界本身挺不错的，就是我们日子没挑好，虽然避开了国庆高峰期，但是个闷热的阵雨天，一身雨水一身汗,5
非常好。很值得去，小外甥开心的不得了。,5
特别特别好的地方，大家一定要去看看，值得去一趟，服务超级好,5
不好玩，感觉太小，都没有什么可以玩的。,2
酒店住客可以享受十个项目的快速通行，对于喜欢刺激的人来说，非常实用。里面的演出蛮好的，值得看一看。,5
酒店住客可以享受十个项目的快速通行，对于喜欢刺激的人来说，非常实用。里面的演出蛮好的，值得看一看。,5
酒店住客可以享受十个项目的快速通行，对于喜欢刺激的人来说，非常实用。里面的演出蛮好的，值得看一看。,4
放松心情最佳选择，有回忆童年有挑战项目 里面的服务到位很热情,5
虽然下雨，但是毫不影响心情。很好玩，还有很多表演看、表演都很精彩。鼓掌鼓到手都肿了...哈哈哈哈。,5
"开心～～～
超好玩 一定要玩垂直过山车和u型滑板啥的 贼刺激！",5
非常刺激，好玩。下次还来，happy  happy  happy!,5
特别好玩 强烈推荐十环过山车和垂直过山车,5
第二次去，第一次是学校组织，现在自己又去一次。体验到那里的工作人员都很友好，表演也挺好看，很喜欢那里的小丑。感觉玩得很累，但是挺开心的?。,5
花样多多，五彩冰粉，玩得十分开心。一生中至少玩一次的地方。,5
去那里玩的话可以住在市中心再地铁过去，否则番禺的宾馆比较贵,5
