标题,链接,开始时间,预计结束时间,第几次拍卖,成交价,成交时间,延时次数,起拍价,保证金,评估价,加价幅度,竞价周期,延时周期,类型,优先购买权人,处置单位,报名人数,设置提醒人数,围观次数,竞买次数,市场价,总跳跃幅度,总跳跃次数,平均跳跃幅度,前期总跳跃幅度,前期总跳跃次数,前期平均跳跃幅度,中期总跳跃幅度,中期总跳跃次数,中期平均跳跃幅度,后期总跳跃幅度,后期总跳跃次数,后期平均跳跃幅度,竞买记录,跳跃记录
津AJB881福田牌（时代驭菱V1）机动车,https://sf.taobao.com/sf_item/565307161262.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,18000,2018/3/22 10:00,0,"18,000","1,800","18,000",360,1天,5分钟,拍卖,无,天津市和平区人民法院,1,13,1562,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565307161262.csv,.\data\565307161262jump.csv
津AJY587福田牌（时代领航1）机动车,https://sf.taobao.com/sf_item/565308073821.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,41000,2018/3/22 10:00,0,"41,000","4,100","41,000",820,1天,5分钟,拍卖,无,天津市和平区人民法院,1,10,1155,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565308073821.csv,.\data\565308073821jump.csv
浙KDA716桑塔纳牌小型汽车一辆,https://sf.taobao.com/sf_item/565310064556.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,4788,2018/3/22 10:00,0,700,140,"1,000",14,1天,5分钟,拍卖,无,云和县人民法院,15,151,8699,29,,3696,14,264,3556,13,273.5384615,140,1,140,0,0,0,.\data\565310064556.csv,.\data\565310064556jump.csv
（破）车牌号为浙CQR167东风日产牌小型轿车一辆,https://sf.taobao.com/sf_item/565312232091.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,60270,2018/3/22 10:00,0,"18,270","2,000","26,100","1,000",1天,5分钟,拍卖,无,温州华明会计师事务所管理人,48,1076,30243,25,,18000,5,3600,18000,5,3600,0,0,0,0,0,0,.\data\565312232091.csv,.\data\565312232091jump.csv
津AJB789福田牌（时代驭菱V1）机动车,https://sf.taobao.com/sf_item/565312425367.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,18000,2018/3/22 10:00,0,"18,000","1,800","18,000",360,1天,5分钟,拍卖,无,天津市和平区人民法院,1,11,1267,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565312425367.csv,.\data\565312425367jump.csv
JEEP指南者 机动车,https://sf.taobao.com/sf_item/565317665786.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,123220,2018/3/22 10:00,0,"122,000","12,200","122,000","1,220",1天,5分钟,拍卖,无,天津市和平区人民法院,5,68,3840,2,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565317665786.csv,.\data\565317665786jump.csv
鲁HDG316东风日产牌小型轿车一辆,https://sf.taobao.com/sf_item/565380825548.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,27400,2018/3/22 10:00,0,"27,400","3,000","27,400",500,1天,5分钟,拍卖,无,单县人民法院,1,23,2649,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565380825548.csv,.\data\565380825548jump.csv
福田牌（时代驭菱VQ1）机动车,https://sf.taobao.com/sf_item/565390270589.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,19000,2018/3/22 10:00,0,"19,000","1,900","19,000",380,1天,5分钟,拍卖,无,天津市和平区人民法院,1,10,1290,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565390270589.csv,.\data\565390270589jump.csv
川A39P91本田雅阁牌轿车,https://sf.taobao.com/sf_item/565391489756.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,69000,2018/3/22 10:00,0,"67,000","7,000","67,000",500,1天,5分钟,拍卖,无,成都市武侯区人民法院,2,185,19394,5,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565391489756.csv,.\data\565391489756jump.csv
浙CJS627丰田牌TV7252V5小型轿车,https://sf.taobao.com/sf_item/565497398966.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,101000,2018/3/22 10:00,0,"69,000","13,000","97,400","1,000",1天,5分钟,拍卖,无,乐清市人民法院,9,737,24020,17,,16000,4,4000,12000,3,4000,4000,1,4000,0,0,0,.\data\565497398966.csv,.\data\565497398966jump.csv
鲁KZS636车辆,https://sf.taobao.com/sf_item/565535295760.htm,2018/3/21 10:00,2018/3/22 10:00,第一次拍卖,165090,2018/3/22 10:00,0,"104,090","10,409","148,700","1,000",1天,5分钟,拍卖,无,威海火炬高技术产业开发区人民法院,10,280,11634,32,,30000,9,3333.333333,30000,9,3333.333333,0,0,0,0,0,0,.\data\565535295760.csv,.\data\565535295760jump.csv
车牌号为湘A BT185北京牌小型汽车,https://sf.taobao.com/sf_item/565330416820.htm,2018/3/21 9:00,2018/3/22 9:00,第二次拍卖,14000,2018/3/22 9:00,0,"11,200","2,000","14,000",200,1天,5分钟,拍卖,无,华容县人民法院,4,65,11773,12,,600,1,600,600,1,600,0,0,0,0,0,0,.\data\565330416820.csv,.\data\565330416820jump.csv
车牌为浙A61M95路虎小型越野客车一辆,https://sf.taobao.com/sf_item/565153268299.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,185000,2018/3/21 10:28,58,"107,000","16,000","152,000","1,000",1天,5分钟,拍卖,无,杭州市下城区人民法院,8,243,26509,70,,9000,3,3000,0,0,0,7000,2,3500,2000,1,2000,.\data\565153268299.csv,.\data\565153268299jump.csv
车牌为浙C7BF95揽胜极光牌小型越野客车,https://sf.taobao.com/sf_item/565140196666.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,282000,2018/3/21 10:26,17,"244,000","36,000","304,000","2,000",1天,5分钟,拍卖,无,杭州市下城区人民法院,4,274,20393,20,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565140196666.csv,.\data\565140196666jump.csv
豫C211FL帕萨特牌小型轿车,https://sf.taobao.com/sf_item/565140604152.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,22775,2018/3/21 10:23,33,"12,375","1,300","16,500",200,1天,5分钟,拍卖,无,河南省洛阳市中级人民法院,10,209,18938,47,,1200,4,300,400,1,400,0,0,0,800,3,266.6666667,.\data\565140604152.csv,.\data\565140604152jump.csv
车牌为浙JC857W精灵牌微型轿车一辆,https://sf.taobao.com/sf_item/565424435128.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,60600,2018/3/21 10:20,23,"25,000","4,000","35,000",200,1天,5分钟,拍卖,无,杭州市下城区人民法院,40,1047,22557,127,,10400,13,800,9200,10,920,600,1,600,600,2,300,.\data\565424435128.csv,.\data\565424435128jump.csv
车牌号为云FAX303吉利牌GX7多功能乘用车（SUV）一辆,https://sf.taobao.com/sf_item/565638288835.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,44900,2018/3/21 10:19,13,"38,400","5,000","48,000",500,1天,5分钟,拍卖,无,元江哈尼族彝族傣族自治县人民法院,5,65,3274,14,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565638288835.csv,.\data\565638288835jump.csv
梅赛德斯-奔驰 WDDNG8CB,https://sf.taobao.com/sf_item/565663132340.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,417500,2018/3/21 10:16,24,"382,500","50,000","533,229","1,000",1天,5分钟,拍卖,无,忻州市忻府区人民法院,7,47,6029,28,,8000,5,1600,0,0,0,0,0,0,8000,5,1600,.\data\565663132340.csv,.\data\565663132340jump.csv
苏GXM526轻型厢式货车一辆,https://sf.taobao.com/sf_item/565656848955.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,32000,2018/3/21 10:16,27,"23,000","3,000","34,000",300,1天,5分钟,拍卖,无,莒南县人民法院,3,23,1828,31,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565656848955.csv,.\data\565656848955jump.csv
豫C178GY别克牌SGM6515ATA小型客车,https://sf.taobao.com/sf_item/565254349165.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,50875,2018/3/21 10:12,20,"27,375","2,800","36,500",500,1天,5分钟,拍卖,无,河南省洛阳市中级人民法院,17,137,5888,30,,9000,2,4500,8000,1,8000,0,0,0,1000,1,1000,.\data\565254349165.csv,.\data\565254349165jump.csv
车牌为浙AP101W大众小型轿车一辆,https://sf.taobao.com/sf_item/565298466576.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,43000,2018/3/21 10:12,27,"9,000","1,000","11,000",100,1天,5分钟,拍卖,无,杭州市下城区人民法院,12,91,12811,35,,30600,15,2040,700,1,700,4600,2,2300,25300,12,2108.333333,.\data\565298466576.csv,.\data\565298466576jump.csv
浙CP4295奥迪牌小型轿车,https://sf.taobao.com/sf_item/565323414803.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,21570,2018/3/21 10:11,5,"13,570","2,000","19,376","1,000",1天,5分钟,拍卖,无,苍南县人民法院,4,95,10962,9,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565323414803.csv,.\data\565323414803jump.csv
车牌号为豫C11W95汽车一辆；,https://sf.taobao.com/sf_item/565772403665.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,511500,2018/3/21 10:10,39,"423,500","45,000","586,180","2,000",1天,5分钟,拍卖,无,郑州高新技术产业开发区人民法院,6,41,4098,45,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565772403665.csv,.\data\565772403665jump.csv
机动车,https://sf.taobao.com/sf_item/565408519666.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,62628,2018/3/21 10:09,4,"53,128","4,000","66,410",500,1天,5分钟,拍卖,无,敖汉旗人民法院,6,132,12382,20,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565408519666.csv,.\data\565408519666jump.csv
陈丹丹名下的豫C29919号车辆,https://sf.taobao.com/sf_item/565155124847.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,314653,2018/3/21 10:08,22,"264,653","25,000","264,653","2,000",1天,5分钟,拍卖,无,洛阳市洛龙区人民法院,13,291,21835,26,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565155124847.csv,.\data\565155124847jump.csv
车牌为浙G668VB卡宴小型越野客车一辆,https://sf.taobao.com/sf_item/565142052293.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,684000,2018/3/21 10:08,9,"474,000","70,000","592,000","5,000",1天,5分钟,拍卖,无,杭州市下城区人民法院,11,697,28862,43,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565142052293.csv,.\data\565142052293jump.csv
车牌号为浙D8668G汽车一辆,https://sf.taobao.com/sf_item/565098424067.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,280000,2018/3/21 10:06,6,"150,000","30,000","206,709","5,000",1天,5分钟,拍卖,无,诸暨市人民法院,14,1058,40842,20,,35000,2,17500,35000,2,17500,0,0,0,0,0,0,.\data\565098424067.csv,.\data\565098424067jump.csv
浙C2JW17现代牌小型普通客车,https://sf.taobao.com/sf_item/565346967112.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,35500,2018/3/21 10:06,4,"31,500","6,000","45,000","1,000",1天,5分钟,拍卖,无,苍南县人民法院,5,94,6628,5,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565346967112.csv,.\data\565346967112jump.csv
尚酷牌小型轿车,https://sf.taobao.com/sf_item/565409923013.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,148000,2018/3/21 10:05,10,"112,000","20,000","112,000","2,000",1天,5分钟,拍卖,无,望都县人民法院,8,276,13463,19,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565409923013.csv,.\data\565409923013jump.csv
粤AZ808E小型汽车一辆,https://sf.taobao.com/sf_item/565305651496.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,44800,2018/3/21 10:04,1,"44,800","4,400","80,000",800,1天,5分钟,拍卖,无,广州市南沙区人民法院,2,110,14726,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565305651496.csv,.\data\565305651496jump.csv
（破）江苏金雪集团有限公司名下的苏FR3211东风尼桑汽车,https://sf.taobao.com/sf_item/565071104008.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,14400,2018/3/21 10:03,1,"14,400","2,000",,500,1天,5分钟,拍卖,无,江苏金雪集团有限公司破产管理人,1,100,20571,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565071104008.csv,.\data\565071104008jump.csv
豫A1086X丰田牌TV6460GLX-1型普通客车一辆,https://sf.taobao.com/sf_item/565420814522.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,96300,2018/3/21 10:02,1,"96,300","15,000","107,000","2,000",1天,5分钟,拍卖,无,新密市人民法院,1,101,10601,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565420814522.csv,.\data\565420814522jump.csv
浙A8CH15江淮牌小型普通客车一辆,https://sf.taobao.com/sf_item/564927352199.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,55000,2018/3/21 10:01,6,"24,000","4,800","24,000",500,1天,5分钟,拍卖,无,临安市人民法院,11,58,6724,9,,27000,6,4500,500,1,500,0,0,0,26500,5,5300,.\data\564927352199.csv,.\data\564927352199jump.csv
鲁YFM096号长安牌SC6449C小型普通客车一辆,https://sf.taobao.com/sf_item/564996712714.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,19124.3,2018/3/21 10:00,0,"13,124.30","1,300","18,749",500,1天,5分钟,拍卖,无,栖霞市人民法院,5,91,5315,13,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\564996712714.csv,.\data\564996712714jump.csv
松花江牌轻型普通货车,https://sf.taobao.com/sf_item/565078304986.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,5050,2018/3/21 10:00,0,"5,050",505,"5,050",101,1天,5分钟,拍卖,无,康保县人民法院,1,16,3194,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565078304986.csv,.\data\565078304986jump.csv
浙C109U2高尔夫牌小型轿车,https://sf.taobao.com/sf_item/565187569349.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,93000,2018/3/21 10:00,0,"54,000","5,000","77,000","1,000",1天,5分钟,拍卖,无,苍南县人民法院,17,688,22685,12,,28000,4,7000,20000,3,6666.666667,8000,1,8000,0,0,0,.\data\565187569349.csv,.\data\565187569349jump.csv
北奔牌重型罐式货车（车牌号为豫LG7898）,https://sf.taobao.com/sf_item/565260756390.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,140500,2018/3/21 10:00,0,"140,000","20,000","174,824",500,1天,5分钟,拍卖,无,漯河市郾城区人民法院,2,25,1999,2,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565260756390.csv,.\data\565260756390jump.csv
（破）江苏金雪集团有限公司名下的苏FR9712东风雪铁龙汽车,https://sf.taobao.com/sf_item/565343019867.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,16800,2018/3/21 10:00,0,"16,800","2,000",,500,1天,5分钟,拍卖,无,江苏金雪集团有限公司破产管理人,1,35,4176,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565343019867.csv,.\data\565343019867jump.csv
车牌为浙BC1X21捷豹汽车一辆,https://sf.taobao.com/sf_item/565424343841.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,281000,2018/3/21 10:00,0,"190,000","30,000","269,000","1,000",1天,5分钟,拍卖,无,杭州市下城区人民法院,6,326,12056,26,,66000,8,8250,39000,3,13000,27000,5,5400,0,0,0,.\data\565424343841.csv,.\data\565424343841jump.csv
东风日产骐达轿车,https://sf.taobao.com/sf_item/565637572344.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,66740,2018/3/21 10:00,0,"58,240","11,000","72,800",500,1天,5分钟,拍卖,无,林西县人民法院,9,87,4131,13,,2500,2,1250,2500,2,1250,0,0,0,0,0,0,.\data\565637572344.csv,.\data\565637572344jump.csv
蒙CMM157路虎揽胜极光越野车,https://sf.taobao.com/sf_item/565783201137.htm,2018/3/20 10:00,2018/3/21 10:00,第二次拍卖,239080.5,2018/3/21 10:00,0,"239,080.50","12,000","265,645","1,000",1天,5分钟,拍卖,无,乌海市海勃湾区人民法院,1,29,3445,1,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565783201137.csv,.\data\565783201137jump.csv
（破）苏B596UX别克牌小型普通客车,https://sf.taobao.com/sf_item/565913207086.htm,2018/3/20 10:00,2018/3/21 10:00,第一次拍卖,33808,2018/3/21 10:00,0,"33,208","3,000","59,300",300,1天,5分钟,拍卖,无,江苏天地龙线材有限公司管理人,4,71,5788,3,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565913207086.csv,.\data\565913207086jump.csv
豫H-M6456东风牌汽车一辆,https://sf.taobao.com/sf_item/565649859400.htm,2018/3/19 10:00,2018/3/20 10:00,第二次拍卖,26400,2018/3/20 11:06,28,"18,000","3,000","22,000",300,1天,5分钟,拍卖,无,郑州市惠济区人民法院,8,48,2992,29,,0,0,0,0,0,0,0,0,0,0,0,0,.\data\565649859400.csv,.\data\565649859400jump.csv
车牌号为苏NCS376奔驰牌小型轿车一辆,https://sf.taobao.com/sf_item/565410799281.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,646400,2018/3/20 10:48,25,"386,400","70,000",,"1,000",1天,5分钟,拍卖,无,南京市鼓楼区人民法院,30,1403,40589,66,"552,000",195000,6,32500,170000,3,56666.66667,25000,3,8333.333333,0,0,0,.\data\565410799281.csv,.\data\565410799281jump.csv
粤Y77777号德国奥迪Q7,https://sf.taobao.com/sf_item/565096864663.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,304000,2018/3/20 10:46,77,"126,000","25,000","180,000","1,000",1天,5分钟,拍卖,无,佛山市顺德区人民法院,19,1625,101600,100,,79000,21,3761.904762,2000,1,2000,10000,4,2500,67000,16,4187.5,.\data\565096864663.csv,.\data\565096864663jump.csv
车牌号为浙JK286T科雷傲牌小型轿车一辆,https://sf.taobao.com/sf_item/565149953053.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,69700,2018/3/20 10:37,36,"46,000","9,000","65,000",300,1天,5分钟,拍卖,无,台州市黄岩区人民法院,8,217,9189,67,,3900,10,390,600,2,300,600,1,600,2700,7,385.7142857,.\data\565149953053.csv,.\data\565149953053jump.csv
津DVR899宝马牌小型轿车,https://sf.taobao.com/sf_item/565260233210.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,219110,2018/3/20 10:37,40,"169,110","15,000","187,900",500,1天,5分钟,拍卖,无,天津市北辰区人民法院,12,376,17773,80,,10500,2,5250,10000,1,10000,500,1,500,0,0,0,.\data\565260233210.csv,.\data\565260233210jump.csv
车牌号为浙JCS990丰田牌小型轿车一辆,https://sf.taobao.com/sf_item/565345815196.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,71700,2018/3/20 10:36,23,"39,000","7,800","55,000",300,1天,5分钟,拍卖,无,台州市黄岩区人民法院,16,544,18769,52,,17400,12,1450,8100,4,2025,4800,3,1600,4500,5,900,.\data\565345815196.csv,.\data\565345815196jump.csv
解放牌浙A1J609重型半挂牵引车及浙A8202挂重型集装箱半挂车,https://sf.taobao.com/sf_item/565070624741.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,141000,2018/3/20 10:36,23,"87,000","8,000","108,500","1,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,11,140,6714,37,,18000,4,4500,18000,4,4500,0,0,0,0,0,0,.\data\565070624741.csv,.\data\565070624741jump.csv
（破）浙A6121P号金杯牌面包车,https://sf.taobao.com/sf_item/565374935948.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,57247,2018/3/20 10:34,36,"36,247","5,000","36,247",500,1天,5分钟,拍卖,无,杭州力士机械有限公司管理人,7,35,3837,37,,3000,2,1500,0,0,0,0,0,0,3000,2,1500,.\data\565374935948.csv,.\data\565374935948jump.csv
长城牌小型轿车，无牌,https://sf.taobao.com/sf_item/565211257694.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,21000,2018/3/20 10:33,57,"3,500",700,"5,000",100,1天,5分钟,拍卖,无,临洮县人民法院,18,121,5691,105,,7100,15,473.3333333,6600,11,600,100,1,100,400,3,133.3333333,.\data\565211257694.csv,.\data\565211257694jump.csv
浙JMD053号北京牌小型汽车,https://sf.taobao.com/sf_item/565139852141.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,22200,2018/3/20 10:33,40,"4,000",800,"5,100",100,1天,5分钟,拍卖,无,台州市椒江区人民法院,10,102,5829,74,,10900,21,519.047619,6700,7,957.1428571,1700,5,340,2500,9,277.7777778,.\data\565139852141.csv,.\data\565139852141jump.csv
解放牌浙A1J209重型半挂牵引车及浙A8209挂重型集装箱半挂车,https://sf.taobao.com/sf_item/565183345654.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,150000,2018/3/20 10:32,26,"88,000","8,000","109,200","1,000",1天,5分钟,拍卖,无,杭州市富阳区人民法院,5,126,5445,38,,25000,3,8333.333333,15000,2,7500,0,0,0,10000,1,10000,.\data\565183345654.csv,.\data\565183345654jump.csv
车牌号为浙L76370别克牌小型轿车,https://sf.taobao.com/sf_item/565322234037.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,26710,2018/3/20 10:31,31,"10,710","2,000","15,300",200,1天,5分钟,拍卖,无,舟山市普陀区人民法院,13,290,12225,41,,8000,4,2000,8000,4,2000,0,0,0,0,0,0,.\data\565322234037.csv,.\data\565322234037jump.csv
张伟所有的渝C65288小型越野客车一辆,https://sf.taobao.com/sf_item/565139960859.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,44400,2018/3/20 10:30,19,"32,000","6,400","40,000",200,1天,5分钟,拍卖,无,重庆市璧山区人民法院,8,204,17075,36,,5400,7,771.4285714,5400,7,771.4285714,0,0,0,0,0,0,.\data\565139960859.csv,.\data\565139960859jump.csv
浙G4186U灰色起亚牌汽车,https://sf.taobao.com/sf_item/565071488440.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,26500,2018/3/20 10:29,76,"14,400","2,800","18,000",100,1天,5分钟,拍卖,无,永康市人民法院,11,90,9041,91,,3100,12,258.3333333,0,0,0,0,0,0,3100,12,258.3333333,.\data\565071488440.csv,.\data\565071488440jump.csv
浙J9GK59宝马牌小型轿车一辆,https://sf.taobao.com/sf_item/565148696373.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,112000,2018/3/20 10:29,37,"70,000","7,000","97,000",500,1天,5分钟,拍卖,无,仙居县人民法院,12,275,18978,53,,16000,7,2285.714286,3000,2,1500,0,0,0,13000,5,2600,.\data\565148696373.csv,.\data\565148696373jump.csv
拍卖被执行人刘元海所有的车牌号为浙A672KL风神牌汽车一辆,https://sf.taobao.com/sf_item/565219161556.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,44000,2018/3/20 10:29,27,"6,000","1,200","8,300",500,1天,5分钟,拍卖,无,杭州市萧山区人民法院,9,58,5383,45,,16000,7,2285.714286,1000,1,1000,10000,2,5000,5000,4,1250,.\data\565219161556.csv,.\data\565219161556jump.csv
苏EK3R80奥德赛牌小型普通客车一辆,https://sf.taobao.com/sf_item/565408083108.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,156000,2018/3/20 10:28,11,"96,000","15,000","136,000","1,000",1天,5分钟,拍卖,无,临沂市罗庄区人民法院,23,463,11367,45,,16000,4,4000,1000,1,1000,15000,3,5000,0,0,0,.\data\565408083108.csv,.\data\565408083108jump.csv
甘ASH713号北京牌轻型普通货车,https://sf.taobao.com/sf_item/565365559545.htm,2018/3/19 10:00,2018/3/20 10:00,第一次拍卖,36700,2018/3/20 10:28,18,"9,100","1,800","13,000",200,1天,5分钟,拍卖,无,临洮县人民法院,10,72,4024,106,,6600,10,660,4600,6,766.6666667,1200,3,400,800,1,800,.\data\565365559545.csv,.\data\565365559545jump.csv
